5052,South Bend Public Transportation Corporation,-0.8139764775303282,midwest,18141,8,0.035087719,0.76,IN,Indiana,FTA Region5,8,0.12,True,0.026666666,5.2879581494433365,5.441228089747313,4.7447898498966685
3010,Lehigh and Northampton Transportation Authority,-0.036916004767467016,northeast,42077,9,0.039473684,0.79,PA,Pennsylvania,FTA Region3,8,0.125,True,0.03118421,5.287110264262918,5.454257907202144,5.004977050324394
3024,Berks Area Reading Transportation Authority,-0.5034299712978441,northeast,42011,11,0.048245614000000006,0.79,PA,Pennsylvania,FTA Region3,8,0.125,True,0.038114035,5.293172612863919,5.419746974247477,4.874011417868836
4141,Central Midlands Transit,-0.8806266096331342,south,45079,12,0.052631579000000005,0.5,SC,South Carolina,FTA Region4,8,0.107,True,0.02631579,5.292105830128193,5.382237646486267,4.8743889645404135
4110,Charleston Area Regional Transportation Authority,-0.3875806590652256,south,45019,13,0.057017544,0.5,SC,South Carolina,FTA Region4,8,0.107,True,0.028508772,5.288746402425906,5.349281379057568,5.2391060502263525
4100,Santee Wateree Regional Transportation Authority,-1.3949448570930358,south,45085,14,0.061403509,0.5,SC,South Carolina,FTA Region4,8,0.107,True,0.030701755,5.283335567261908,5.364525546936125,4.743650127825228
7003,City Utilities of Springfield,-0.9053718999930804,midwest,29077,17,0.074561404,0.67,MO,Missouri,FTA Region7,8,0.12,True,0.049956141,5.298689233738723,5.361820251097196,4.7833530631910115
3034,Maryland Transit Administration,1.9434593036712104,south,24510,0,0.0,0.68,MD,Maryland,FTA Region3,8,0.107,True,0.0,5.283972033834291,5.587666415322889,5.0805644062475945
9090,Yolo County Transportation District,-0.766001108572558,west,6113,5,0.021929825,0.7,CA,California,FTA Region9,7,0.067,True,0.015350877,5.290149619796892,5.364422104928987,4.904167585820665
9162,The Eastern Contra Costa Transit Authority,-0.3216924684009953,west,6013,5,0.021929825,0.7,CA,California,FTA Region9,7,0.067,True,0.015350877,5.282552760504052,5.359171168324357,4.309615018532137
